,ttext,date,isretweet,retweetcount,favoritecount,score,product,city,country,duplicate
530,"RT @austinnotduncan: This is the biggest update to the Mac in years.

macOS 11 Big Sur has an all new design, support for iPhone and iPad a",6/22/2020 19:07,TRUE,45,0,1,Apple Iphone,Los Angeles,USA,TRUE
531,"RT @austinnotduncan: This is the biggest update to the Mac in years.

macOS 11 Big Sur has an all new design, support for iPhone and iPad a",6/22/2020 19:06,TRUE,45,0,1,Apple Iphone,Los Angeles,USA,TRUE
532,"RT @austinnotduncan: This is the biggest update to the Mac in years.

macOS 11 Big Sur has an all new design, support for iPhone and iPad a",6/22/2020 19:06,TRUE,45,0,1,Apple Iphone,Los Angeles,USA,TRUE
533,"RT @austinnotduncan: This is the biggest update to the Mac in years.

macOS 11 Big Sur has an all new design, support for iPhone and iPad a",6/22/2020 19:06,TRUE,45,0,1,Apple Iphone,Los Angeles,USA,TRUE
534,"iOS 14 is compatible with these devices: iPhone 11/11 Pro/11 Pro Max, iPhone XS/XS Max/XR, iPhone X/8/8 Plus, iPhon  ",6/22/2020 19:06,FALSE,0,3,1,Apple Iphone,Los Angeles,USA,FALSE
535,"RT @austinnotduncan: This is the biggest update to the Mac in years.

macOS 11 Big Sur has an all new design, support for iPhone and iPad a",6/22/2020 19:06,TRUE,45,0,1,Apple Iphone,Los Angeles,USA,TRUE
536,"RT @austinnotduncan: This is the biggest update to the Mac in years.

macOS 11 Big Sur has an all new design, support for iPhone and iPad a",6/22/2020 19:05,TRUE,45,0,1,Apple Iphone,Los Angeles,USA,TRUE
537,"RT @austinnotduncan: This is the biggest update to the Mac in years.

macOS 11 Big Sur has an all new design, support for iPhone and iPad a",6/22/2020 19:05,TRUE,45,0,1,Apple Iphone,Los Angeles,USA,TRUE
538,"RT @austinnotduncan: This is the biggest update to the Mac in years.

macOS 11 Big Sur has an all new design, support for iPhone and iPad a",6/22/2020 19:05,TRUE,45,0,1,Apple Iphone,Los Angeles,USA,TRUE
539,"This is the biggest update to the Mac in years.

macOS 11 Big Sur has an all new design, support for iPhone and iPa  ",6/22/2020 19:04,FALSE,45,891,1,Apple Iphone,Los Angeles,USA,FALSE
540,RT @JamesRath: Historic day for the Mac... The Mac is transitioning to Apple's own silicon... ditching Intel processors in the future. This,6/22/2020 19:02,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,FALSE
541,"RT @richontech: When Mac computers start using Apple Silicon chips, they'll be able to run iOS and iPad apps for the first time ever withou",6/22/2020 19:00,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
542,@bepisman_mp4 @TwinklingTania Do you know what iPhone theyre using? I still have a 6s that I got years ago. Am I g  ,6/22/2020 19:00,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
543,"Apple car key ""works for up to five hours even after your iPhone battery runs out."" --  ",6/22/2020 18:57,FALSE,0,1,1,Apple Iphone,Los Angeles,USA,FALSE
544,"iPadOS Huge Misses:

- External monitor support
- Better split window (top/bottom, 3 windows, etc)
- Floating windo  ",6/22/2020 18:54,FALSE,0,2,0,Apple Iphone,Los Angeles,USA,FALSE
545,"iOS 14 Compatible With iPhone 6S, 6S Plus, SE (First Gen) and Later  Apple  iOS14  ",6/22/2020 18:53,FALSE,0,6,1,Apple Iphone,Los Angeles,USA,FALSE
546,"RT @richontech: When Mac computers start using Apple Silicon chips, they'll be able to run iOS and iPad apps for the first time ever withou",6/22/2020 18:52,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
547,iOS 14 Includes Picture-in-Picture Mode for iPhone  ,6/22/2020 18:50,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
548,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/22/2020 18:50,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
549,"RT @ChrisLanzberg: ' iOS14 unveiled: A first glimpse at  Apple's upcoming  iPhonesoftware'  WWDC2020 
 ",6/22/2020 18:50,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,FALSE
550,"Apple is overhauling the iPhone homescreen and upgrading AirPods
 ",6/22/2020 18:47,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
551,iOS 14 Compatible With iPhone 6s and 6s Plus and Later  ,6/22/2020 18:47,FALSE,0,1,1,Apple Iphone,Los Angeles,USA,FALSE
552,Continuing my previous tweet. Called it! If @Apple designs a Mac that runs on Apple designed hardware its absolute  ,6/22/2020 18:46,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
553,"When Mac computers start using Apple Silicon chips, they'll be able to run iOS and iPad apps for the first time eve  ",6/22/2020 18:45,FALSE,3,24,0,Apple Iphone,Los Angeles,USA,FALSE
554,"wow Apple did it. They finally gonna let you run your iphone apps.. on your laptop. Only took, forever lol",6/22/2020 18:44,FALSE,0,1,1,Apple Iphone,Los Angeles,USA,FALSE
555,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/22/2020 18:37,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
556,@anshelsag @Apple @Microsoft @Adobe This to me is the biggest Apple announcement since the iPhone. This is absolute  ,6/22/2020 18:37,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
557,Many folks predicted that Apple was going to take the chips from iPhone/iPad and stick them in Macs.   But thats n  ,6/22/2020 18:34,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
558,"THIS IS GAME CHANGING FOR APPLE. 

More power and optimization ahead. This meane down rapid scale down in the archi  ",6/22/2020 18:33,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
559,"' iOS14 unveiled: A first glimpse at  Apple's upcoming  iPhonesoftware'  WWDC2020 
 ",6/22/2020 18:27,FALSE,1,1,0,Apple Iphone,Los Angeles,USA,FALSE
560,Historic day for the Mac... The Mac is transitioning to Apple's own silicon... ditching Intel processors in the fut  ,6/22/2020 18:27,FALSE,1,3,0,Apple Iphone,Los Angeles,USA,FALSE
561,.@Apple  Reimagines the iPhone Experience with iOS 14 | Business Wire  ,6/22/2020 18:25,FALSE,0,2,0,Apple Iphone,Los Angeles,USA,FALSE
562,Apple Reimagines the iPhone Experience with iOS 14 | Business Wire  ,6/22/2020 18:23,FALSE,0,2,0,Apple Iphone,Los Angeles,USA,TRUE
563,RT @richontech: Small but useful change to Apple Maps if you're thinking of switching from Google Maps: you can now sync Favorites from iPh,6/22/2020 18:21,TRUE,3,0,1,Apple Iphone,Los Angeles,USA,FALSE
564,RT @richontech: Small but useful change to Apple Maps if you're thinking of switching from Google Maps: you can now sync Favorites from iPh,6/22/2020 18:20,TRUE,3,0,1,Apple Iphone,Los Angeles,USA,TRUE
565,Apple Reimagines The iPhone Experience With iOS14  ,6/22/2020 18:19,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
566,@Apple Can you design swift playgrounds for iphone? Thank You.,6/22/2020 18:19,FALSE,0,0,2,Apple Iphone,Los Angeles,USA,FALSE
567,RT @richontech: Small but useful change to Apple Maps if you're thinking of switching from Google Maps: you can now sync Favorites from iPh,6/22/2020 18:19,TRUE,3,0,1,Apple Iphone,Los Angeles,USA,TRUE
568,Small but useful change to Apple Maps if you're thinking of switching from Google Maps: you can now sync Favorites  ,6/22/2020 18:18,FALSE,3,12,1,Apple Iphone,Los Angeles,USA,FALSE
569,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/22/2020 17:59,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
570,"i need apple watch, headphones and a new phone. It's about time to update.  iphone 6s plus is dying on me",6/22/2020 17:55,FALSE,0,0,-1,Apple Iphone,Los Angeles,USA,FALSE
571,"I love everything tech and Im a huge Apple fan, but Ive never understood Apple Watches. I just think their clunky  ",6/22/2020 17:53,FALSE,0,5,0,Apple Iphone,Los Angeles,USA,FALSE
572,"How to customize the Notes app on iPhone and iPad
-
 ",6/22/2020 17:49,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
573,@Apple can you SERIOUSLY please bring back GOLD for the next iPhone and NOT Rose Gold like seriously thats a n  ,6/22/2020 17:43,FALSE,0,0,3,Apple Iphone,Los Angeles,USA,FALSE
574,Apple announces CarKey for wirelessly unlocking your car with an iPhone  ,6/22/2020 17:32,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
575,"Android users bragging about iPhone new features being to late to the game. NO MATTER WHAT, APPLE WILL ALWAYS REMAIN top 1 in sales. Chao.",6/22/2020 17:32,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
576,Apple announces digital version of car keys using iPhone and NFC starting with 2021 BMW 5 Series next month.  ,6/22/2020 17:29,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
577,RT @kentnish: The 2021 BMW 5 Series is the first to support the iPhone as a car key. you can also share the key via Messages. Also look at,6/22/2020 17:28,TRUE,1,0,1,Apple Iphone,Los Angeles,USA,FALSE
578,The 2021 BMW 5 Series is the first to support the iPhone as a car key. you can also share the key via Messages. Als  ,6/22/2020 17:27,FALSE,1,3,1,Apple Iphone,Los Angeles,USA,FALSE
579,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/22/2020 17:19,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
580,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/22/2020 17:17,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
581,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/22/2020 17:16,FALSE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
582,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/22/2020 17:15,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
583,"I love how when you search for Apple event on your iPhone, the suggested app that comes up is Wallet. Apples like,  ",6/22/2020 17:14,FALSE,0,1,2,Apple Iphone,Los Angeles,USA,FALSE
584,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/22/2020 17:14,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
585,"Apple WWDC introduces new iPhone home screen! Also new, picture in a picture. I can now watch Videodrome on a loop  ",6/22/2020 17:13,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
586,"Apple unveils iOS 14, its latest iPhone software, which now includes widgets $AAPL @aple  WWDC2020  ",6/22/2020 17:10,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
587,Apple finally putting widgets on the iPhone lol,6/22/2020 17:09,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
588,after 10 year's apple is finally putting widgets on iphone,6/22/2020 17:07,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
589,"Apple is going to announce new iPhones today, can't wait to be able to cop and iPhone x ",6/22/2020 17:06,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
590,"@Apple is about to reveal new iPhone, iPad and Mac software -- and puts virtual events to the test ~  ",6/22/2020 16:59,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
591,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/22/2020 16:59,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,TRUE
592,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/22/2020 16:56,FALSE,1,3,0,Apple Iphone,Los Angeles,USA,TRUE
593,@TeamYouTube The issue is just on Apple TV. iPhone is working fine!,6/22/2020 16:18,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
594,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/22/2020 16:02,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
595,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/22/2020 16:02,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
596,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/22/2020 15:59,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
597,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/22/2020 15:54,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
598,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/22/2020 15:51,FALSE,2,1,0,Apple Iphone,Los Angeles,USA,TRUE
599,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/22/2020 15:49,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
600,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/22/2020 15:48,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
601,"I recently upgraded to the iPhone 11 since Apple was bound and determined to make sure my 7s never worked again, bu  ",6/22/2020 15:28,FALSE,0,2,2,Apple Iphone,Los Angeles,USA,FALSE
602,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/22/2020 14:48,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,TRUE
603,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/22/2020 14:46,FALSE,1,0,0,Apple Iphone,Los Angeles,USA,TRUE
604,RT @MedicalQuack: Have Apple And Google Suddenly Uploaded A COVID-19 Tracking App To Your Phone? The Facts Behind The Furor  ,6/22/2020 14:12,TRUE,1,0,-1,Apple Iphone,Los Angeles,USA,FALSE
605,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/22/2020 14:05,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
606,"BTS Samsung collab is pretty and all, but Im such an iPhone avid fan or pretty much all things Apple hahah",6/22/2020 13:44,FALSE,0,0,3,Apple Iphone,Los Angeles,USA,FALSE
607,"RT @outomyelemen: Lies

Have Apple And Google Suddenly Uploaded A COVID-19 Tracking App To Your Phone? 
 ",6/22/2020 13:39,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,FALSE
608,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/22/2020 13:30,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
609,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/22/2020 13:27,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
610,Have Apple And Google Suddenly Uploaded A COVID-19 Tracking App To Your Phone? The Facts Behind The Furor  ,6/22/2020 13:23,FALSE,1,0,-1,Apple Iphone,Los Angeles,USA,FALSE
611,"Lies

Have Apple And Google Suddenly Uploaded A COVID-19 Tracking App To Your Phone? 
 ",6/22/2020 13:19,FALSE,1,1,0,Apple Iphone,Los Angeles,USA,FALSE
612,Apple set to tease new iPhone features during its first ever virtual WWDC  ,6/22/2020 13:07,FALSE,1,0,-1,Apple Iphone,Los Angeles,USA,FALSE
613,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/22/2020 12:20,FALSE,0,2,0,Apple Iphone,Los Angeles,USA,TRUE
614,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/22/2020 12:10,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
615,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/22/2020 12:00,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,TRUE
616,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/22/2020 10:33,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
617, eBooks  HowToBooks  MrBeast  Repost  Love  Trending  Youtube  Health (Surprising   Mrbeast With 50  Custom ...) Vi  ,6/22/2020 9:46,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
618,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/22/2020 9:08,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
619,"No, Apple Didn't Add a Covid-19 Tracker to Your iPhone. Here's What You Should Know  ",6/22/2020 8:30,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
620,My iPhone just froze. There must be new Apple products being announced tomorrow.,6/22/2020 6:48,FALSE,0,3,-1,Apple Iphone,Los Angeles,USA,FALSE
621,Other system data is taking up 18 GB on my 32 GB iPhone... @AppleSupport @Apple how do I get rid of it without eras  ,6/22/2020 6:28,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
622,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/22/2020 6:09,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
623,@Danbaek08 @he_bacc @jwkrenik @Apple Yeah... thats not happening. But you will see the light operating system for the iPhone,6/22/2020 4:37,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
624,@brentsimmons A good response is to point out that when Apple was threatened with tariffs (which is essentially wha  ,6/22/2020 3:15,FALSE,0,16,1,Apple Iphone,Los Angeles,USA,FALSE
625,@jeffwatson22 I would not trust anyone else except Apple to download software on my iPhone. Its such a personal device.,6/22/2020 3:13,FALSE,0,1,1,Apple Iphone,Los Angeles,USA,FALSE
626,@SubuhiKhan01 @Apple But apple assembles its iphone in china,6/22/2020 3:03,FALSE,0,2,0,Apple Iphone,Los Angeles,USA,FALSE
627,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/22/2020 2:08,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
628,"RT @Dean_Devlin:  TheLibrarians marathon all day today on  ElectricNOW! Download your app at:
For Apple (iPhone, iPad, AppleTV):  ",6/22/2020 1:59,TRUE,39,0,0,Apple Iphone,Los Angeles,USA,FALSE
629,Hey with this crazy pandemic world and all these klan rallies when should protect himself I am installing mine righ  ,6/22/2020 0:23,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
630,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/21/2020 23:47,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
631,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/21/2020 23:45,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
632,"How to watch the WWDC keynote on iPhone, iPad, Mac, Apple TV, and the web  ",6/21/2020 23:16,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
633,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/21/2020 22:34,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
634,"iOS 14 (Possible renaming to iPhone OS 14), changes for developers, possible new Apple headsets, a 14-inch Macbook  ",6/21/2020 22:24,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
635,@HollyTpwk @stillniallsbb Yeah and still goes to Apple Music on iPhone too :),6/21/2020 21:18,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
636,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/21/2020 21:00,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
637,@Apple is iPhone SE similar to iPhone 7 in size ?,6/21/2020 19:46,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
638,The iPhone is slipping as a share of Apples revenue. Apple isnt concerned though considering the cash cow that se  ,6/21/2020 19:44,FALSE,0,0,-1,Apple Iphone,Los Angeles,USA,FALSE
639,RT @Falcon9Block5: Would you buy this? I made it for a school project.  Iphone  Apple  ,6/21/2020 18:25,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
640,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/21/2020 18:14,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
641,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/21/2020 18:13,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
642,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/21/2020 17:27,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
643,I hate Apple. Just let me fucking copy files from the iPhone. I don't want to install iTunes to get one video off of my wife's phone.,6/21/2020 17:12,FALSE,0,0,-2,Apple Iphone,Los Angeles,USA,FALSE
644,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/21/2020 16:58,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,TRUE
645,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/21/2020 16:57,FALSE,1,4,0,Apple Iphone,Los Angeles,USA,TRUE
646,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/21/2020 16:51,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
647,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/21/2020 16:23,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
648,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/21/2020 16:21,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
649,"""We take this step with an abundance of caution as we closely monitor the situation and we look forward to having o  ",6/21/2020 15:42,FALSE,1,5,1,Apple Iphone,Los Angeles,USA,FALSE
650,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/21/2020 13:30,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
651,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/21/2020 12:26,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
652,"""Apple Store looting updates and iPhone tracking in the Apple Crime Blotter""  ",6/21/2020 12:17,FALSE,0,0,-1,Apple Iphone,Los Angeles,USA,FALSE
653,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/21/2020 10:39,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
654,Lmao imagine accusing someone of stealing an iphone in 2020. Someone who pays his own rent and bills and who has apple care on his iphone 11,6/21/2020 10:29,FALSE,0,0,-2,Apple Iphone,Los Angeles,USA,FALSE
655,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/21/2020 10:17,TRUE,4,0,0,Apple Iphone,Los Angeles,USA,TRUE
656,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/21/2020 10:12,TRUE,4,0,0,Apple Iphone,Los Angeles,USA,TRUE
657,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/21/2020 10:10,TRUE,4,0,0,Apple Iphone,Los Angeles,USA,TRUE
658,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/21/2020 10:10,TRUE,4,0,0,Apple Iphone,Los Angeles,USA,TRUE
659,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/21/2020 10:05,FALSE,4,1,0,Apple Iphone,Los Angeles,USA,TRUE
660,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/21/2020 9:55,FALSE,0,2,0,Apple Iphone,Los Angeles,USA,TRUE
661,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/21/2020 9:41,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
662,@jrivanob You use an iPhone moron.  Apple makes more slaves out of people and their unfair labor and trade practice  ,6/21/2020 9:10,FALSE,0,2,-2,Apple Iphone,Los Angeles,USA,FALSE
663,Apple is working on a foldable iPhone......,6/21/2020 8:36,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
664,I never let my phone get to under 5% battery until I got an iPhone. Im officially BIG APPLE now,6/21/2020 8:07,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
665,"I love my new iPhone!! 
Apple did a great job. 
 11Pro",6/21/2020 7:41,FALSE,0,0,2,Apple Iphone,Los Angeles,USA,FALSE
666,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/21/2020 7:27,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,TRUE
667,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/21/2020 7:25,FALSE,1,2,0,Apple Iphone,Los Angeles,USA,TRUE
668,"RT @hunniebee724: WIN a Brand New Apple iPhone 11 Pro or Samsung Galaxy Z Flip! 
Inc. Brand New  DaredevilDan  Kitesurfing  Game for  Mobil",6/21/2020 7:19,TRUE,1,0,1,Apple Iphone,Los Angeles,USA,FALSE
669,"WIN a Brand New Apple iPhone 11 Pro or Samsung Galaxy Z Flip! 
Inc. Brand New  DaredevilDan  Kitesurfing  Game for  ",6/21/2020 6:57,FALSE,1,1,1,Apple Iphone,Los Angeles,USA,FALSE
670,@yatesinvesting I work in wireless...I think once iPhone 12 with 5g officially launches...itll force the push to a  ,6/21/2020 6:30,FALSE,1,3,1,Apple Iphone,Los Angeles,USA,FALSE
